subject,LO-1,LO-2,PHC-1,PHC-2,TO-1,TO-2,V1,V2d,V2v,V3d,V3v,VO-1,VO-2,hV4
subj01,0.013487840186670732,0.14344820857008664,0.16616836890695674,0.08471965824133369,0.28545994093893023,0.0671157965272762,0.37242319059257656,0.516144058031611,0.4067886232381307,0.3741473092623039,0.24115025625560074,0.1427010289583125,0.12650439028811836,0.15450382411036398
subj02,0.11918030007611798,0.2265058672534626,0.32444771446615595,0.08531044065711002,0.19943879552918695,0.06480105749335625,0.34019934833378923,0.19751274850146672,0.3133437962808475,0.15155837117154605,0.29514368016021186,0.243880161481232,0.2903866023875735,0.3181814373581334
subj03,0.19861901076520333,0.10970886999662356,0.5319215482781892,0.3066341674430431,0.04168481043375911,0.07343786390660619,0.21222418590689626,0.31328466326242344,0.30942363319501665,0.3018570124915151,0.3784869540030937,0.36407773776162755,0.44604561485541006,0.1648621275357092
subj04,0.17137041095542233,0.23572915734042044,0.21440935189051513,0.16183168935935383,0.39065630290816955,0.09290813644845206,0.33913113702787945,0.18752344160652887,0.2489753712389474,0.3719168879312315,0.259595531032897,0.08863512442175825,0.13155903366534857,0.19159047916502364
subj05,0.07379416064449167,0.07885075821988578,0.37327970685830414,0.41729575020413007,0.536781977611303,0.1670202838938254,0.2976682658278694,0.36241685570327065,0.16494998065469468,0.35307397021735254,0.45736278395184465,0.22694224535179566,0.33692326031407405,0.14942782196484558
subj06,0.18905331118426677,0.2110433772865778,0.14726987731745342,0.062470905854094434,0.19875712372706952,0.24331393158354345,0.05032228591779458,0.5623691325180569,0.441788695097361,0.24990415460777302,0.25150210034322235,0.3003621280067636,0.1673451379368541,0.21234042645380863
subj07,0.3231800384484168,0.16630099390446013,0.36109575012160355,0.42197185570832424,0.08366437192124815,0.07527922296032101,0.2809867880473296,0.2997092884634251,0.3549833843950493,0.44330358988257534,0.5043674264076964,0.23031549959832193,0.2249953975536078,0.40272614654409566
subj08,-0.0064156525743099295,0.13423403768365968,0.1968318106081946,0.2640808792191343,0.10601324530116307,0.2605137920716148,0.1272284022626268,0.06878347154032013,0.030339908951076144,0.20121570538927247,0.15405939445683994,0.18971531514073867,0.09355983199408491,0.1780531767191531
